agent_module,config,task_id,baseline_passed,optimized_passed
bench.agents.research_planner,ContextCompress-only,hotpot_5ab69c25554299110f219a39,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5ae305df5542992decbdcdc3,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5a80071f5542992bc0c4a684,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5ae73c065542991e8301cc18,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5ac2ffbd554299677310267b,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5a7c960655429935c91b5244,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5ac1c6805542994ab5c67e11,0,0
bench.agents.research_planner,ContextCompress-only,hotpot_5ab4e3065542990594ba9cb4,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5ab2a186554299295394677b,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5a8704f8554299211dda2ba4,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5ae748d1554299572ea547b0,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5a906a685542990a9849362e,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5a7633ad5542992db9473741,1,0
bench.agents.research_planner,ContextCompress-only,hotpot_5a74ce9655429974ef308c6c,0,0
bench.agents.research_planner,ContextCompress-only,hotpot_5a713a5a5542994082a3e6a9,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5ab341f755429969a97a8114,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5ab9374b554299131ca422c6,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5ae52c0f5542992663a4f12e,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5ab7f0015542992aa3b8c88b,0,0
bench.agents.research_planner,ContextCompress-only,hotpot_5ac547525542993e66e822a3,0,0
bench.agents.research_planner,ContextCompress-only,hotpot_5a7cbf8c554299452d57b9f4,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5a7a1cd85542990783324e65,0,0
bench.agents.research_planner,ContextCompress-only,hotpot_5a7625c7554299109176e668,0,0
bench.agents.research_planner,ContextCompress-only,hotpot_5ac0d83a554299294b219038,0,1
bench.agents.research_planner,ContextCompress-only,hotpot_5a790d8f554299029c4b5eec,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5ab2c5e255429916697740ba,0,0
bench.agents.research_planner,ContextCompress-only,hotpot_5abba4855542993f40c73b68,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5a7997a2554299029c4b5f59,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5add673e5542992ae4cec54d,0,0
bench.agents.research_planner,ContextCompress-only,hotpot_5aba65a055429939ce03dcd2,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5adf65555542992d7e9f9334,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5ab28019554299722f9b4d51,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5a75f79555429976ec32bcca,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5ac02e31554299294b218f3f,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5a79ea435542996c55b2dc9e,0,0
bench.agents.research_planner,ContextCompress-only,hotpot_5ab7e4dc5542995dae37e9df,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5a834ed95542990548d0b1ca,0,0
bench.agents.research_planner,ContextCompress-only,hotpot_5ab41d855542996a3a969f4b,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5abd2eab5542992ac4f38210,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5a87ab9b5542996e4f3088c2,0,0
bench.agents.research_planner,ContextCompress-only,hotpot_5a8c65a1554299585d9e3680,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5ae82ae555429952e35eaa71,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5ac289ff5542996366519a02,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5a7a5b3a5542996c55b2dd71,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5a8b63fa55429950cd6afcd7,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5ae4c49a5542995dadf24400,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5a7d3470554299452d57bb56,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5a85cead5542991dd0999ea9,0,0
bench.agents.research_planner,ContextCompress-only,hotpot_5a73a7c755429978a71e9068,0,0
bench.agents.research_planner,ContextCompress-only,hotpot_5ae6828f5542996d980e7bb9,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5ab31864554299233954ff06,0,0
bench.agents.research_planner,ContextCompress-only,hotpot_5ac2659b55429963665199a1,0,0
bench.agents.research_planner,ContextCompress-only,hotpot_5ae058e855429945ae959331,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5a7b8749554299294a54a9db,0,0
bench.agents.research_planner,ContextCompress-only,hotpot_5a864ff7554299211dda2af2,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5ab7f97a5542991d322237ef,1,1
bench.agents.research_planner,ContextCompress-only,hotpot_5ae4563e5542996836b02c7f,1,1
