agent_module,config,task_id,baseline_passed,optimized_passed
bench.agents.iterative_refiner,CacheHit-off,refine-010,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-011,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-012,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-013,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-014,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-015,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-016,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-017,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-018,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-019,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-020,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-021,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-022,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-023,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-024,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-025,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-026,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-027,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-028,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-029,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-030,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-031,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-032,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-033,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-034,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-035,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-036,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-037,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-038,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-039,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-040,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-041,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-042,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-043,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-044,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-045,1,0
bench.agents.iterative_refiner,CacheHit-off,refine-046,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-047,1,0
bench.agents.iterative_refiner,CacheHit-off,refine-048,1,1
bench.agents.iterative_refiner,CacheHit-off,refine-049,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-000,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-001,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-002,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-003,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-004,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-005,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-006,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-007,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-008,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-009,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-010,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-011,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-012,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-013,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-014,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-015,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-016,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-017,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-018,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-019,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-020,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-021,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-022,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-023,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-024,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-025,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-026,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-027,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-028,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-029,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-030,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-031,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-032,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-033,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-034,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-035,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-036,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-037,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-038,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-039,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-040,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-041,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-042,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-043,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-044,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-045,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-046,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-047,1,0
bench.agents.iterative_refiner,ContextCompress-off,refine-048,1,1
bench.agents.iterative_refiner,ContextCompress-off,refine-049,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-000,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-001,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-002,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-003,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-004,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-005,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-006,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-007,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-008,1,0
bench.agents.iterative_refiner,ParallelBranch-off,refine-009,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-010,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-011,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-012,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-013,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-014,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-015,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-016,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-017,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-018,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-019,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-020,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-021,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-022,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-023,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-024,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-025,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-026,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-027,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-028,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-029,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-030,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-031,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-032,1,0
bench.agents.iterative_refiner,ParallelBranch-off,refine-033,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-034,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-035,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-036,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-037,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-038,1,0
bench.agents.iterative_refiner,ParallelBranch-off,refine-039,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-040,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-041,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-042,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-043,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-044,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-045,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-046,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-047,1,0
bench.agents.iterative_refiner,ParallelBranch-off,refine-048,1,1
bench.agents.iterative_refiner,ParallelBranch-off,refine-049,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-000,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-001,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-002,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-003,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-004,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-005,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-006,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-007,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-008,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-009,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-010,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-011,1,0
bench.agents.iterative_refiner,ModelDowngrade-off,refine-012,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-013,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-014,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-015,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-016,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-017,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-018,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-019,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-020,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-021,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-022,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-023,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-024,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-025,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-026,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-027,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-028,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-029,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-030,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-031,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-032,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-033,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-034,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-035,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-036,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-037,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-038,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-039,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-040,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-041,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-042,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-043,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-044,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-045,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-046,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-047,1,0
bench.agents.iterative_refiner,ModelDowngrade-off,refine-048,1,1
bench.agents.iterative_refiner,ModelDowngrade-off,refine-049,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-000,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-001,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-002,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-003,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-004,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-005,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-006,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-007,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-008,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-009,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-010,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-011,1,0
bench.agents.iterative_refiner,StateDrop-off,refine-012,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-013,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-014,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-015,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-016,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-017,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-018,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-019,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-020,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-021,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-022,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-023,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-024,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-025,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-026,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-027,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-028,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-029,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-030,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-031,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-032,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-033,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-034,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-035,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-036,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-037,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-038,1,0
bench.agents.iterative_refiner,StateDrop-off,refine-039,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-040,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-041,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-042,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-043,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-044,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-045,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-046,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-047,1,0
bench.agents.iterative_refiner,StateDrop-off,refine-048,1,1
bench.agents.iterative_refiner,StateDrop-off,refine-049,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-000,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-001,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-002,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-003,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-004,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-005,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-006,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-007,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-008,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-009,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-010,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-011,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-012,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-013,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-014,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-015,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-016,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-017,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-018,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-019,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-020,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-021,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-022,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-023,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-024,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-025,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-026,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-027,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-028,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-029,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-030,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-031,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-032,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-033,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-034,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-035,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-036,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-037,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-038,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-039,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-040,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-041,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-042,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-043,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-044,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-045,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-046,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-047,1,0
bench.agents.iterative_refiner,CacheHit-only,refine-048,1,1
bench.agents.iterative_refiner,CacheHit-only,refine-049,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-000,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-001,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-002,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-003,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-004,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-005,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-006,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-007,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-008,1,0
bench.agents.iterative_refiner,ContextCompress-only,refine-009,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-010,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-011,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-012,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-013,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-014,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-015,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-016,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-017,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-018,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-019,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-020,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-021,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-022,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-023,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-024,1,0
bench.agents.iterative_refiner,ContextCompress-only,refine-025,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-026,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-027,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-028,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-029,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-030,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-031,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-032,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-033,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-034,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-035,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-036,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-037,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-038,1,0
bench.agents.iterative_refiner,ContextCompress-only,refine-039,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-040,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-041,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-042,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-043,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-044,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-045,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-046,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-047,1,0
bench.agents.iterative_refiner,ContextCompress-only,refine-048,1,1
bench.agents.iterative_refiner,ContextCompress-only,refine-049,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-000,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-001,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-002,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-003,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-004,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-005,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-006,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-007,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-008,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-009,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-010,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-011,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-012,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-013,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-014,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-015,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-016,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-017,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-018,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-019,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-020,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-021,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-022,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-023,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-024,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-025,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-026,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-027,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-028,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-029,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-030,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-031,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-032,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-033,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-034,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-035,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-036,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-037,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-038,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-039,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-040,1,1
bench.agents.iterative_refiner,ParallelBranch-only,refine-041,1,1
