agent_module,config,task_id,baseline_passed,optimized_passed
bench.agents.multirule_qa,CacheHit-off,hotpot_5ae73c065542991e8301cc18,1,1
bench.agents.multirule_qa,CacheHit-off,hotpot_5ac1c6805542994ab5c67e11,0,0
bench.agents.multirule_qa,CacheHit-off,hotpot_5ab4e3065542990594ba9cb4,0,0
bench.agents.multirule_qa,ContextCompress-off,hotpot_5a85b2d95542997b5ce40028,1,1
bench.agents.multirule_qa,ContextCompress-off,hotpot_5a87ab905542996e4f3088c1,0,0
bench.agents.multirule_qa,ContextCompress-off,hotpot_5a7166395542994082a3e814,1,1
bench.agents.multirule_qa,ContextCompress-off,hotpot_5ab56e32554299637185c594,0,0
bench.agents.multirule_qa,ContextCompress-off,hotpot_5ae0d4c9554299603e418468,0,0
bench.agents.multirule_qa,ContextCompress-off,hotpot_5adddccd5542997dc7907069,1,0
bench.agents.multirule_qa,ContextCompress-off,hotpot_5abf63f15542997ec76fd3ea,0,0
bench.agents.multirule_qa,ContextCompress-off,hotpot_5ab2d3df554299194fa9352c,1,1
bench.agents.multirule_qa,ContextCompress-off,hotpot_5a760ab65542994ccc918697,1,1
bench.agents.multirule_qa,ContextCompress-off,hotpot_5ab859a955429934fafe6d7b,1,1
bench.agents.multirule_qa,ContextCompress-off,hotpot_5add61d65542995b365fab21,0,0
bench.agents.multirule_qa,ContextCompress-off,hotpot_5a8b20335542996c9b8d5fb3,0,0
bench.agents.multirule_qa,ContextCompress-off,hotpot_5a8361b65542992ef85e22a0,1,1
bench.agents.multirule_qa,ContextCompress-off,hotpot_5ae7ba7a5542993210983f12,1,1
bench.agents.multirule_qa,ContextCompress-off,hotpot_5a88658955429938390d3f47,0,0
bench.agents.multirule_qa,ContextCompress-off,hotpot_5a8e0a005542995085b373a1,1,0
bench.agents.multirule_qa,ContextCompress-off,hotpot_5ae738f75542991bbc9761c4,0,0
bench.agents.multirule_qa,ContextCompress-off,hotpot_5ae73c065542991e8301cc18,1,1
bench.agents.multirule_qa,ContextCompress-off,hotpot_5ac1c6805542994ab5c67e11,0,0
bench.agents.multirule_qa,ContextCompress-off,hotpot_5ab4e3065542990594ba9cb4,0,0
bench.agents.multirule_qa,ParallelBranch-off,hotpot_5a85b2d95542997b5ce40028,1,1
bench.agents.multirule_qa,ParallelBranch-off,hotpot_5a87ab905542996e4f3088c1,0,0
bench.agents.multirule_qa,ParallelBranch-off,hotpot_5a7166395542994082a3e814,1,1
bench.agents.multirule_qa,ParallelBranch-off,hotpot_5ab56e32554299637185c594,0,0
bench.agents.multirule_qa,ParallelBranch-off,hotpot_5ae0d4c9554299603e418468,0,0
bench.agents.multirule_qa,ParallelBranch-off,hotpot_5adddccd5542997dc7907069,1,0
bench.agents.multirule_qa,ParallelBranch-off,hotpot_5abf63f15542997ec76fd3ea,0,1
bench.agents.multirule_qa,ParallelBranch-off,hotpot_5ab2d3df554299194fa9352c,1,1
bench.agents.multirule_qa,ParallelBranch-off,hotpot_5a760ab65542994ccc918697,1,1
bench.agents.multirule_qa,ParallelBranch-off,hotpot_5ab859a955429934fafe6d7b,1,1
bench.agents.multirule_qa,ParallelBranch-off,hotpot_5add61d65542995b365fab21,0,0
bench.agents.multirule_qa,ParallelBranch-off,hotpot_5a8b20335542996c9b8d5fb3,0,0
bench.agents.multirule_qa,ParallelBranch-off,hotpot_5a8361b65542992ef85e22a0,1,1
bench.agents.multirule_qa,ParallelBranch-off,hotpot_5ae7ba7a5542993210983f12,1,1
bench.agents.multirule_qa,ParallelBranch-off,hotpot_5a88658955429938390d3f47,0,0
bench.agents.multirule_qa,ParallelBranch-off,hotpot_5a8e0a005542995085b373a1,1,0
bench.agents.multirule_qa,ParallelBranch-off,hotpot_5ae738f75542991bbc9761c4,0,0
bench.agents.multirule_qa,ParallelBranch-off,hotpot_5ae73c065542991e8301cc18,1,1
bench.agents.multirule_qa,ParallelBranch-off,hotpot_5ac1c6805542994ab5c67e11,0,0
bench.agents.multirule_qa,ParallelBranch-off,hotpot_5ab4e3065542990594ba9cb4,0,0
bench.agents.multirule_qa,ModelDowngrade-off,hotpot_5a85b2d95542997b5ce40028,1,1
bench.agents.multirule_qa,ModelDowngrade-off,hotpot_5a87ab905542996e4f3088c1,0,0
bench.agents.multirule_qa,ModelDowngrade-off,hotpot_5a7166395542994082a3e814,1,1
bench.agents.multirule_qa,ModelDowngrade-off,hotpot_5ab56e32554299637185c594,0,0
bench.agents.multirule_qa,ModelDowngrade-off,hotpot_5ae0d4c9554299603e418468,0,0
bench.agents.multirule_qa,ModelDowngrade-off,hotpot_5adddccd5542997dc7907069,1,0
bench.agents.multirule_qa,ModelDowngrade-off,hotpot_5abf63f15542997ec76fd3ea,0,1
bench.agents.multirule_qa,ModelDowngrade-off,hotpot_5ab2d3df554299194fa9352c,1,1
bench.agents.multirule_qa,ModelDowngrade-off,hotpot_5a760ab65542994ccc918697,1,1
bench.agents.multirule_qa,ModelDowngrade-off,hotpot_5ab859a955429934fafe6d7b,1,1
bench.agents.multirule_qa,ModelDowngrade-off,hotpot_5add61d65542995b365fab21,0,0
bench.agents.multirule_qa,ModelDowngrade-off,hotpot_5a8b20335542996c9b8d5fb3,0,0
bench.agents.multirule_qa,ModelDowngrade-off,hotpot_5a8361b65542992ef85e22a0,1,1
bench.agents.multirule_qa,ModelDowngrade-off,hotpot_5ae7ba7a5542993210983f12,1,1
bench.agents.multirule_qa,ModelDowngrade-off,hotpot_5a88658955429938390d3f47,0,0
bench.agents.multirule_qa,ModelDowngrade-off,hotpot_5a8e0a005542995085b373a1,1,0
bench.agents.multirule_qa,ModelDowngrade-off,hotpot_5ae738f75542991bbc9761c4,0,0
bench.agents.multirule_qa,ModelDowngrade-off,hotpot_5ae73c065542991e8301cc18,1,1
bench.agents.multirule_qa,ModelDowngrade-off,hotpot_5ac1c6805542994ab5c67e11,0,0
bench.agents.multirule_qa,ModelDowngrade-off,hotpot_5ab4e3065542990594ba9cb4,0,0
bench.agents.multirule_qa,StateDrop-off,hotpot_5a85b2d95542997b5ce40028,1,1
bench.agents.multirule_qa,StateDrop-off,hotpot_5a87ab905542996e4f3088c1,0,0
bench.agents.multirule_qa,StateDrop-off,hotpot_5a7166395542994082a3e814,1,1
bench.agents.multirule_qa,StateDrop-off,hotpot_5ab56e32554299637185c594,0,0
bench.agents.multirule_qa,StateDrop-off,hotpot_5ae0d4c9554299603e418468,0,0
bench.agents.multirule_qa,StateDrop-off,hotpot_5adddccd5542997dc7907069,1,0
bench.agents.multirule_qa,StateDrop-off,hotpot_5abf63f15542997ec76fd3ea,0,1
bench.agents.multirule_qa,StateDrop-off,hotpot_5ab2d3df554299194fa9352c,1,1
bench.agents.multirule_qa,StateDrop-off,hotpot_5a760ab65542994ccc918697,1,1
bench.agents.multirule_qa,StateDrop-off,hotpot_5ab859a955429934fafe6d7b,1,1
bench.agents.multirule_qa,StateDrop-off,hotpot_5add61d65542995b365fab21,0,0
bench.agents.multirule_qa,StateDrop-off,hotpot_5a8b20335542996c9b8d5fb3,0,0
bench.agents.multirule_qa,StateDrop-off,hotpot_5a8361b65542992ef85e22a0,1,1
bench.agents.multirule_qa,StateDrop-off,hotpot_5ae7ba7a5542993210983f12,1,1
bench.agents.multirule_qa,StateDrop-off,hotpot_5a88658955429938390d3f47,0,0
bench.agents.multirule_qa,StateDrop-off,hotpot_5a8e0a005542995085b373a1,1,0
bench.agents.multirule_qa,StateDrop-off,hotpot_5ae738f75542991bbc9761c4,0,0
bench.agents.multirule_qa,StateDrop-off,hotpot_5ae73c065542991e8301cc18,1,1
bench.agents.multirule_qa,StateDrop-off,hotpot_5ac1c6805542994ab5c67e11,0,0
bench.agents.multirule_qa,StateDrop-off,hotpot_5ab4e3065542990594ba9cb4,0,0
bench.agents.multirule_qa,CacheHit-only,hotpot_5a85b2d95542997b5ce40028,1,1
bench.agents.multirule_qa,CacheHit-only,hotpot_5a87ab905542996e4f3088c1,0,0
bench.agents.multirule_qa,CacheHit-only,hotpot_5a7166395542994082a3e814,1,1
bench.agents.multirule_qa,CacheHit-only,hotpot_5ab56e32554299637185c594,0,0
bench.agents.multirule_qa,CacheHit-only,hotpot_5ae0d4c9554299603e418468,0,0
bench.agents.multirule_qa,CacheHit-only,hotpot_5adddccd5542997dc7907069,1,0
bench.agents.multirule_qa,CacheHit-only,hotpot_5abf63f15542997ec76fd3ea,0,0
bench.agents.multirule_qa,CacheHit-only,hotpot_5ab2d3df554299194fa9352c,1,1
bench.agents.multirule_qa,CacheHit-only,hotpot_5a760ab65542994ccc918697,1,1
bench.agents.multirule_qa,CacheHit-only,hotpot_5ab859a955429934fafe6d7b,1,1
bench.agents.multirule_qa,CacheHit-only,hotpot_5add61d65542995b365fab21,0,0
bench.agents.multirule_qa,CacheHit-only,hotpot_5a8b20335542996c9b8d5fb3,0,0
bench.agents.multirule_qa,CacheHit-only,hotpot_5a8361b65542992ef85e22a0,1,1
bench.agents.multirule_qa,CacheHit-only,hotpot_5ae7ba7a5542993210983f12,1,1
bench.agents.multirule_qa,CacheHit-only,hotpot_5a88658955429938390d3f47,0,0
bench.agents.multirule_qa,CacheHit-only,hotpot_5a8e0a005542995085b373a1,1,0
bench.agents.multirule_qa,CacheHit-only,hotpot_5ae738f75542991bbc9761c4,0,0
bench.agents.multirule_qa,CacheHit-only,hotpot_5ae73c065542991e8301cc18,1,1
bench.agents.multirule_qa,CacheHit-only,hotpot_5ac1c6805542994ab5c67e11,0,0
bench.agents.multirule_qa,CacheHit-only,hotpot_5ab4e3065542990594ba9cb4,0,0
bench.agents.multirule_qa,ContextCompress-only,hotpot_5a85b2d95542997b5ce40028,1,1
bench.agents.multirule_qa,ContextCompress-only,hotpot_5a87ab905542996e4f3088c1,0,0
bench.agents.multirule_qa,ContextCompress-only,hotpot_5a7166395542994082a3e814,1,1
bench.agents.multirule_qa,ContextCompress-only,hotpot_5ab56e32554299637185c594,0,0
bench.agents.multirule_qa,ContextCompress-only,hotpot_5ae0d4c9554299603e418468,0,0
bench.agents.multirule_qa,ContextCompress-only,hotpot_5adddccd5542997dc7907069,1,0
bench.agents.multirule_qa,ContextCompress-only,hotpot_5abf63f15542997ec76fd3ea,0,1
bench.agents.multirule_qa,ContextCompress-only,hotpot_5ab2d3df554299194fa9352c,1,1
bench.agents.multirule_qa,ContextCompress-only,hotpot_5a760ab65542994ccc918697,1,1
bench.agents.multirule_qa,ContextCompress-only,hotpot_5ab859a955429934fafe6d7b,1,1
bench.agents.multirule_qa,ContextCompress-only,hotpot_5add61d65542995b365fab21,0,0
bench.agents.multirule_qa,ContextCompress-only,hotpot_5a8b20335542996c9b8d5fb3,0,0
bench.agents.multirule_qa,ContextCompress-only,hotpot_5a8361b65542992ef85e22a0,1,1
bench.agents.multirule_qa,ContextCompress-only,hotpot_5ae7ba7a5542993210983f12,1,1
bench.agents.multirule_qa,ContextCompress-only,hotpot_5a88658955429938390d3f47,0,0
bench.agents.multirule_qa,ContextCompress-only,hotpot_5a8e0a005542995085b373a1,1,0
bench.agents.multirule_qa,ContextCompress-only,hotpot_5ae738f75542991bbc9761c4,0,0
bench.agents.multirule_qa,ContextCompress-only,hotpot_5ae73c065542991e8301cc18,1,1
bench.agents.multirule_qa,ContextCompress-only,hotpot_5ac1c6805542994ab5c67e11,0,0
bench.agents.multirule_qa,ContextCompress-only,hotpot_5ab4e3065542990594ba9cb4,0,0
bench.agents.multirule_qa,ParallelBranch-only,hotpot_5a85b2d95542997b5ce40028,1,1
bench.agents.multirule_qa,ParallelBranch-only,hotpot_5a87ab905542996e4f3088c1,0,0
bench.agents.multirule_qa,ParallelBranch-only,hotpot_5a7166395542994082a3e814,1,1
bench.agents.multirule_qa,ParallelBranch-only,hotpot_5ab56e32554299637185c594,0,0
bench.agents.multirule_qa,ParallelBranch-only,hotpot_5ae0d4c9554299603e418468,0,0
bench.agents.multirule_qa,ParallelBranch-only,hotpot_5adddccd5542997dc7907069,1,1
bench.agents.multirule_qa,ParallelBranch-only,hotpot_5abf63f15542997ec76fd3ea,0,0
bench.agents.multirule_qa,ParallelBranch-only,hotpot_5ab2d3df554299194fa9352c,1,1
bench.agents.multirule_qa,ParallelBranch-only,hotpot_5a760ab65542994ccc918697,1,1
bench.agents.multirule_qa,ParallelBranch-only,hotpot_5ab859a955429934fafe6d7b,1,1
bench.agents.multirule_qa,ParallelBranch-only,hotpot_5add61d65542995b365fab21,0,0
bench.agents.multirule_qa,ParallelBranch-only,hotpot_5a8b20335542996c9b8d5fb3,0,0
bench.agents.multirule_qa,ParallelBranch-only,hotpot_5a8361b65542992ef85e22a0,1,1
bench.agents.multirule_qa,ParallelBranch-only,hotpot_5ae7ba7a5542993210983f12,1,1
bench.agents.multirule_qa,ParallelBranch-only,hotpot_5a88658955429938390d3f47,0,0
bench.agents.multirule_qa,ParallelBranch-only,hotpot_5a8e0a005542995085b373a1,1,1
bench.agents.multirule_qa,ParallelBranch-only,hotpot_5ae738f75542991bbc9761c4,0,0
bench.agents.multirule_qa,ParallelBranch-only,hotpot_5ae73c065542991e8301cc18,1,1
bench.agents.multirule_qa,ParallelBranch-only,hotpot_5ac1c6805542994ab5c67e11,0,0
bench.agents.multirule_qa,ParallelBranch-only,hotpot_5ab4e3065542990594ba9cb4,0,0
bench.agents.multirule_qa,ModelDowngrade-only,hotpot_5a85b2d95542997b5ce40028,1,1
bench.agents.multirule_qa,ModelDowngrade-only,hotpot_5a87ab905542996e4f3088c1,0,0
bench.agents.multirule_qa,ModelDowngrade-only,hotpot_5a7166395542994082a3e814,1,1
bench.agents.multirule_qa,ModelDowngrade-only,hotpot_5ab56e32554299637185c594,0,0
bench.agents.multirule_qa,ModelDowngrade-only,hotpot_5ae0d4c9554299603e418468,0,0
bench.agents.multirule_qa,ModelDowngrade-only,hotpot_5adddccd5542997dc7907069,1,0
bench.agents.multirule_qa,ModelDowngrade-only,hotpot_5abf63f15542997ec76fd3ea,0,0
bench.agents.multirule_qa,ModelDowngrade-only,hotpot_5ab2d3df554299194fa9352c,1,1
bench.agents.multirule_qa,ModelDowngrade-only,hotpot_5a760ab65542994ccc918697,1,1
bench.agents.multirule_qa,ModelDowngrade-only,hotpot_5ab859a955429934fafe6d7b,1,1
bench.agents.multirule_qa,ModelDowngrade-only,hotpot_5add61d65542995b365fab21,0,0
bench.agents.multirule_qa,ModelDowngrade-only,hotpot_5a8b20335542996c9b8d5fb3,0,0
bench.agents.multirule_qa,ModelDowngrade-only,hotpot_5a8361b65542992ef85e22a0,1,1
bench.agents.multirule_qa,ModelDowngrade-only,hotpot_5ae7ba7a5542993210983f12,1,1
bench.agents.multirule_qa,ModelDowngrade-only,hotpot_5a88658955429938390d3f47,0,0
bench.agents.multirule_qa,ModelDowngrade-only,hotpot_5a8e0a005542995085b373a1,1,0
bench.agents.multirule_qa,ModelDowngrade-only,hotpot_5ae738f75542991bbc9761c4,0,0
bench.agents.multirule_qa,ModelDowngrade-only,hotpot_5ae73c065542991e8301cc18,1,1
bench.agents.multirule_qa,ModelDowngrade-only,hotpot_5ac1c6805542994ab5c67e11,0,0
bench.agents.multirule_qa,ModelDowngrade-only,hotpot_5ab4e3065542990594ba9cb4,0,0
bench.agents.multirule_qa,StateDrop-only,hotpot_5a85b2d95542997b5ce40028,1,1
bench.agents.multirule_qa,StateDrop-only,hotpot_5a87ab905542996e4f3088c1,0,0
bench.agents.multirule_qa,StateDrop-only,hotpot_5a7166395542994082a3e814,1,1
bench.agents.multirule_qa,StateDrop-only,hotpot_5ab56e32554299637185c594,0,0
bench.agents.multirule_qa,StateDrop-only,hotpot_5ae0d4c9554299603e418468,0,0
bench.agents.multirule_qa,StateDrop-only,hotpot_5adddccd5542997dc7907069,1,0
bench.agents.multirule_qa,StateDrop-only,hotpot_5abf63f15542997ec76fd3ea,0,0
bench.agents.multirule_qa,StateDrop-only,hotpot_5ab2d3df554299194fa9352c,1,1
bench.agents.multirule_qa,StateDrop-only,hotpot_5a760ab65542994ccc918697,1,1
bench.agents.multirule_qa,StateDrop-only,hotpot_5ab859a955429934fafe6d7b,1,1
bench.agents.multirule_qa,StateDrop-only,hotpot_5add61d65542995b365fab21,0,0
bench.agents.multirule_qa,StateDrop-only,hotpot_5a8b20335542996c9b8d5fb3,0,0
bench.agents.multirule_qa,StateDrop-only,hotpot_5a8361b65542992ef85e22a0,1,1
bench.agents.multirule_qa,StateDrop-only,hotpot_5ae7ba7a5542993210983f12,1,1
bench.agents.multirule_qa,StateDrop-only,hotpot_5a88658955429938390d3f47,0,0
bench.agents.multirule_qa,StateDrop-only,hotpot_5a8e0a005542995085b373a1,1,0
bench.agents.multirule_qa,StateDrop-only,hotpot_5ae738f75542991bbc9761c4,0,0
bench.agents.multirule_qa,StateDrop-only,hotpot_5ae73c065542991e8301cc18,1,1
bench.agents.multirule_qa,StateDrop-only,hotpot_5ac1c6805542994ab5c67e11,0,0
bench.agents.multirule_qa,StateDrop-only,hotpot_5ab4e3065542990594ba9cb4,0,0
